Vehicle ID,Country,Make,Model,Year,Mileage,Fuel,Gear Type,Horsepower,Price,Currency,Preowned,Inserted Date,Summary
V4084,Djibouti,Tata Motors,Hatchback,2016,22 kmpl,Diesel,Manual,187,3572,USD,Yes,2022-06-05,"Country: Djibouti, Make: Tata Motors, Model: Hatchback, Year: 2016, Mileage: 22 kmpl, Fuel: Diesel, Gear: Manual, Horsepower: 187, Price: 3572 USD, Preowned: Yes, Inserted: 2022-06-05"
V4085,Burkina Faso,Toyota,Sedan,2010,17 kmpl,Petrol,Manual,161,2377,USD,No,2024-10-20,"Country: Burkina Faso, Make: Toyota, Model: Sedan, Year: 2010, Mileage: 17 kmpl, Fuel: Petrol, Gear: Manual, Horsepower: 161, Price: 2377 USD, Preowned: No, Inserted: 2024-10-20"
V4086,Mauritius,Toyota,Hatchback,2018,25 kmpl,Diesel,Automatic,169,1542,Euro,No,2022-03-12,"Country: Mauritius, Make: Toyota, Model: Hatchback, Year: 2018, Mileage: 25 kmpl, Fuel: Diesel, Gear: Automatic, Horsepower: 169, Price: 1542 Euro, Preowned: No, Inserted: 2022-03-12"
V4087,Congo,Hyundai,Sedan,2024,25 kmpl,EV,Manual,213,2668,USD,No,2024-12-14,"Country: Congo, Make: Hyundai, Model: Sedan, Year: 2024, Mileage: 25 kmpl, Fuel: EV, Gear: Manual, Horsepower: 213, Price: 2668 USD, Preowned: No, Inserted: 2024-12-14"
V4088,Luxembourg,Maruti Suzuki,Hatchback,2016,25 kmpl,EV,Automatic,124,2381,Euro,Yes,2024-11-17,"Country: Luxembourg, Make: Maruti Suzuki, Model: Hatchback, Year: 2016, Mileage: 25 kmpl, Fuel: EV, Gear: Automatic, Horsepower: 124, Price: 2381 Euro, Preowned: Yes, Inserted: 2024-11-17"
V4089,Ireland,Toyota,SUV,2024,23 kmpl,EV,Automatic,186,4473,USD,Yes,2022-06-22,"Country: Ireland, Make: Toyota, Model: SUV, Year: 2024, Mileage: 23 kmpl, Fuel: EV, Gear: Automatic, Horsepower: 186, Price: 4473 USD, Preowned: Yes, Inserted: 2022-06-22"
V4090,China,Hyundai,Sedan,2016,19 kmpl,Diesel,Automatic,80,1829,USD,No,2023-08-05,"Country: China, Make: Hyundai, Model: Sedan, Year: 2016, Mileage: 19 kmpl, Fuel: Diesel, Gear: Automatic, Horsepower: 80, Price: 1829 USD, Preowned: No, Inserted: 2023-08-05"
V4091,Turkey,Hyundai,Hatchback,2023,24 kmpl,Petrol,Manual,96,2694,Euro,No,2025-03-17,"Country: Turkey, Make: Hyundai, Model: Hatchback, Year: 2023, Mileage: 24 kmpl, Fuel: Petrol, Gear: Manual, Horsepower: 96, Price: 2694 Euro, Preowned: No, Inserted: 2025-03-17"
V4092,Montserrat,Mahindra,Sedan,2013,20 kmpl,EV,Manual,161,2214,Euro,No,2025-02-23,"Country: Montserrat, Make: Mahindra, Model: Sedan, Year: 2013, Mileage: 20 kmpl, Fuel: EV, Gear: Manual, Horsepower: 161, Price: 2214 Euro, Preowned: No, Inserted: 2025-02-23"
V4093,Cambodia,Maruti Suzuki,SUV,2020,25 kmpl,Diesel,Automatic,202,1249,USD,Yes,2024-10-09,"Country: Cambodia, Make: Maruti Suzuki, Model: SUV, Year: 2020, Mileage: 25 kmpl, Fuel: Diesel, Gear: Automatic, Horsepower: 202, Price: 1249 USD, Preowned: Yes, Inserted: 2024-10-09"
V4094,Ghana,Honda,Hatchback,2024,22 kmpl,EV,Manual,189,4806,Euro,Yes,2023-08-21,"Country: Ghana, Make: Honda, Model: Hatchback, Year: 2024, Mileage: 22 kmpl, Fuel: EV, Gear: Manual, Horsepower: 189, Price: 4806 Euro, Preowned: Yes, Inserted: 2023-08-21"
V4095,Estonia,Maruti Suzuki,SUV,2011,20 kmpl,Petrol,Manual,122,2068,Euro,No,2025-04-11,"Country: Estonia, Make: Maruti Suzuki, Model: SUV, Year: 2011, Mileage: 20 kmpl, Fuel: Petrol, Gear: Manual, Horsepower: 122, Price: 2068 Euro, Preowned: No, Inserted: 2025-04-11"
V4096,Georgia,Tata Motors,Hatchback,2018,24 kmpl,Petrol,Manual,110,3772,Euro,Yes,2025-05-26,"Country: Georgia, Make: Tata Motors, Model: Hatchback, Year: 2018, Mileage: 24 kmpl, Fuel: Petrol, Gear: Manual, Horsepower: 110, Price: 3772 Euro, Preowned: Yes, Inserted: 2025-05-26"
V4097,Ukraine,Toyota,Hatchback,2024,19 kmpl,Petrol,Automatic,92,1247,USD,No,2024-09-27,"Country: Ukraine, Make: Toyota, Model: Hatchback, Year: 2024, Mileage: 19 kmpl, Fuel: Petrol, Gear: Automatic, Horsepower: 92, Price: 1247 USD, Preowned: No, Inserted: 2024-09-27"
V4098,Tajikistan,Hyundai,Hatchback,2022,17 kmpl,EV,Automatic,113,1076,Euro,Yes,2022-10-29,"Country: Tajikistan, Make: Hyundai, Model: Hatchback, Year: 2022, Mileage: 17 kmpl, Fuel: EV, Gear: Automatic, Horsepower: 113, Price: 1076 Euro, Preowned: Yes, Inserted: 2022-10-29"
V4099,Kuwait,Hyundai,Hatchback,2018,19 kmpl,Diesel,Automatic,218,4552,Euro,Yes,2023-11-29,"Country: Kuwait, Make: Hyundai, Model: Hatchback, Year: 2018, Mileage: 19 kmpl, Fuel: Diesel, Gear: Automatic, Horsepower: 218, Price: 4552 Euro, Preowned: Yes, Inserted: 2023-11-29"
