Contract ID,Customer ID,Existing Customer,Vehicle ID,Product ID,Price,Monthly EMI,Lease Start Date,Lease Expiry Date,Road Assistance,Maintenance,Discount Applied,Preferred Customer,Summary
C0076,1011,Yes,V1065,P1013,1991290.0,62426.38,2022-11-22T00:00:00Z,2025-11-22T00:00:00Z,No,Yes,No,Yes,"Contract C0076 for 1011 leasing Vehicle V1065 under Product P1013 with a monthly EMI of €62426.38. Lease runs from 2022-11-22 to 2025-11-22. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0077,1001,Yes,V1034,P1006,2318645.0,69258.74,2025-07-18T00:00:00Z,2028-07-18T00:00:00Z,No,Yes,Yes,Yes,"Contract C0077 for 1001 leasing Vehicle V1034 under Product P1006 with a monthly EMI of €69258.74. Lease runs from 2025-07-18 to 2028-07-18. Road Assistance: No, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes."
C0078,1018,Yes,V1072,P1005,2563720.0,59248.32,2025-04-02T00:00:00Z,2029-04-02T00:00:00Z,No,Yes,Yes,Yes,"Contract C0078 for 1018 leasing Vehicle V1072 under Product P1005 with a monthly EMI of €59248.32. Lease runs from 2025-04-02 to 2029-04-02. Road Assistance: No, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes."
C0079,1014,Yes,V1040,P1017,1468320.0,45088.33,2024-01-13T00:00:00Z,2027-01-13T00:00:00Z,No,Yes,No,Yes,"Contract C0079 for 1014 leasing Vehicle V1040 under Product P1017 with a monthly EMI of €45088.33. Lease runs from 2024-01-13 to 2027-01-13. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0080,1007,Yes,V1018,P1018,1626800.0,48990.07,2025-04-10T00:00:00Z,2028-04-10T00:00:00Z,No,Yes,No,Yes,"Contract C0080 for 1007 leasing Vehicle V1018 under Product P1018 with a monthly EMI of €48990.07. Lease runs from 2025-04-10 to 2028-04-10. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0081,1014,Yes,V1007,P1015,8431.949999999999,806.95,2024-12-16T00:00:00Z,2025-12-16T00:00:00Z,Yes,Yes,No,Yes,"Contract C0081 for 1014 leasing Vehicle V1007 under Product P1015 with a monthly EMI of €806.95. Lease runs from 2024-12-16 to 2025-12-16. Road Assistance: Yes, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0082,1007,Yes,V1010,P1002,6622.95,619.45,2024-01-27T00:00:00Z,2025-01-27T00:00:00Z,Yes,Yes,No,Yes,"Contract C0082 for 1007 leasing Vehicle V1010 under Product P1002 with a monthly EMI of €619.45. Lease runs from 2024-01-27 to 2025-01-27. Road Assistance: Yes, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0083,1009,Yes,V1060,P1004,11552.1,1060.09,2023-02-28T00:00:00Z,2024-02-28T00:00:00Z,Yes,Yes,Yes,Yes,"Contract C0083 for 1009 leasing Vehicle V1060 under Product P1004 with a monthly EMI of €1060.09. Lease runs from 2023-02-28 to 2024-02-28. Road Assistance: Yes, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes."
C0084,1017,Yes,V1025,P1006,1557255.0,48184.88,2025-01-16T00:00:00Z,2028-01-16T00:00:00Z,No,Yes,No,Yes,"Contract C0084 for 1017 leasing Vehicle V1025 under Product P1006 with a monthly EMI of €48184.88. Lease runs from 2025-01-16 to 2028-01-16. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0085,1006,Yes,V1020,P1000,2648720.0,61598.52,2023-08-01T00:00:00Z,2027-08-01T00:00:00Z,No,Yes,No,Yes,"Contract C0085 for 1006 leasing Vehicle V1020 under Product P1000 with a monthly EMI of €61598.52. Lease runs from 2023-08-01 to 2027-08-01. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0086,1019,Yes,V1014,P1001,4543.2,422.99,2023-11-27T00:00:00Z,2024-11-27T00:00:00Z,No,Yes,No,Yes,"Contract C0086 for 1019 leasing Vehicle V1014 under Product P1001 with a monthly EMI of €422.99. Lease runs from 2023-11-27 to 2024-11-27. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0087,1015,Yes,V1006,P1003,2059320.0,45847.93,2024-04-27T00:00:00Z,2028-04-27T00:00:00Z,No,Yes,No,Yes,"Contract C0087 for 1015 leasing Vehicle V1006 under Product P1003 with a monthly EMI of €45847.93. Lease runs from 2024-04-27 to 2028-04-27. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0088,1001,Yes,V1037,P1008,1838655.0,56361.54,2024-10-21T00:00:00Z,2027-10-21T00:00:00Z,No,Yes,No,Yes,"Contract C0088 for 1001 leasing Vehicle V1037 under Product P1008 with a monthly EMI of €56361.54. Lease runs from 2024-10-21 to 2027-10-21. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0089,1014,Yes,V1046,P1008,1552250.0,49097.89,2023-09-07T00:00:00Z,2026-09-07T00:00:00Z,No,Yes,No,Yes,"Contract C0089 for 1014 leasing Vehicle V1046 under Product P1008 with a monthly EMI of €49097.89. Lease runs from 2023-09-07 to 2026-09-07. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0090,1003,Yes,V1019,P1018,1930635.0,57063.73,2025-07-02T00:00:00Z,2028-07-02T00:00:00Z,No,Yes,Yes,Yes,"Contract C0090 for 1003 leasing Vehicle V1019 under Product P1018 with a monthly EMI of €57063.73. Lease runs from 2025-07-02 to 2028-07-02. Road Assistance: No, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes."
C0091,1007,Yes,V1077,P1008,2148090.0,64894.6,2023-07-12T00:00:00Z,2026-07-12T00:00:00Z,No,Yes,No,Yes,"Contract C0091 for 1007 leasing Vehicle V1077 under Product P1008 with a monthly EMI of €64894.6. Lease runs from 2023-07-12 to 2026-07-12. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0092,1004,Yes,V1057,P1013,1779365.0,55026.82,2025-03-10T00:00:00Z,2028-03-10T00:00:00Z,No,Yes,No,Yes,"Contract C0092 for 1004 leasing Vehicle V1057 under Product P1013 with a monthly EMI of €55026.82. Lease runs from 2025-03-10 to 2028-03-10. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0093,1015,Yes,V1071,P1011,1887165.0,57823.54,2023-06-03T00:00:00Z,2026-06-03T00:00:00Z,No,Yes,No,Yes,"Contract C0093 for 1015 leasing Vehicle V1071 under Product P1011 with a monthly EMI of €57823.54. Lease runs from 2023-06-03 to 2026-06-03. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0094,1007,Yes,V1062,P1009,5307.75,498.71,2023-01-21T00:00:00Z,2024-01-21T00:00:00Z,Yes,Yes,No,Yes,"Contract C0094 for 1007 leasing Vehicle V1062 under Product P1009 with a monthly EMI of €498.71. Lease runs from 2023-01-21 to 2024-01-21. Road Assistance: Yes, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0095,1006,Yes,V1021,P1016,738020.0,35144.11,2023-02-27T00:00:00Z,2025-02-27T00:00:00Z,No,Yes,No,Yes,"Contract C0095 for 1006 leasing Vehicle V1021 under Product P1016 with a monthly EMI of €35144.11. Lease runs from 2023-02-27 to 2025-02-27. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0096,1010,Yes,V1014,P1019,1060080.0,32389.95,2022-12-16T00:00:00Z,2025-12-16T00:00:00Z,No,Yes,No,Yes,"Contract C0096 for 1010 leasing Vehicle V1014 under Product P1019 with a monthly EMI of €32389.95. Lease runs from 2022-12-16 to 2025-12-16. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0097,1005,Yes,V1014,P1017,1060080.0,32532.36,2025-08-05T00:00:00Z,2028-08-05T00:00:00Z,No,Yes,No,Yes,"Contract C0097 for 1005 leasing Vehicle V1014 under Product P1017 with a monthly EMI of €32532.36. Lease runs from 2025-08-05 to 2028-08-05. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0098,1013,Yes,V1054,P1015,9820.8,891.67,2024-03-25T00:00:00Z,2025-03-25T00:00:00Z,Yes,Yes,No,Yes,"Contract C0098 for 1013 leasing Vehicle V1054 under Product P1015 with a monthly EMI of €891.67. Lease runs from 2024-03-25 to 2025-03-25. Road Assistance: Yes, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0099,1007,Yes,V1030,P1009,7605.15,712.4,2023-01-21T00:00:00Z,2024-01-21T00:00:00Z,Yes,Yes,Yes,Yes,"Contract C0099 for 1007 leasing Vehicle V1030 under Product P1009 with a monthly EMI of €712.4. Lease runs from 2023-01-21 to 2024-01-21. Road Assistance: Yes, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes."
C0100,1012,Yes,V1007,P1009,8431.949999999999,742.77,2023-10-21T00:00:00Z,2024-10-21T00:00:00Z,Yes,Yes,No,Yes,"Contract C0100 for 1012 leasing Vehicle V1007 under Product P1009 with a monthly EMI of €742.77. Lease runs from 2023-10-21 to 2024-10-21. Road Assistance: Yes, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0101,1012,Yes,V1060,P1007,3080560.0,72343.05,2022-11-29T00:00:00Z,2026-11-29T00:00:00Z,No,Yes,No,Yes,"Contract C0101 for 1012 leasing Vehicle V1060 under Product P1007 with a monthly EMI of €72343.05. Lease runs from 2022-11-29 to 2026-11-29. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0102,1019,Yes,V1006,P1012,1029660.0,46529.85,2025-08-01T00:00:00Z,2027-08-01T00:00:00Z,Yes,Yes,No,Yes,"Contract C0102 for 1019 leasing Vehicle V1006 under Product P1012 with a monthly EMI of €46529.85. Lease runs from 2025-08-01 to 2027-08-01. Road Assistance: Yes, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0103,1019,Yes,V1034,P1003,2649880.0,59285.8,2024-03-11T00:00:00Z,2028-03-11T00:00:00Z,No,Yes,No,Yes,"Contract C0103 for 1019 leasing Vehicle V1034 under Product P1003 with a monthly EMI of €59285.8. Lease runs from 2024-03-11 to 2028-03-11. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0104,1002,Yes,V1004,P1009,4109.099999999999,376.22,2024-09-13T00:00:00Z,2025-09-13T00:00:00Z,Yes,Yes,No,Yes,"Contract C0104 for 1002 leasing Vehicle V1004 under Product P1009 with a monthly EMI of €376.22. Lease runs from 2024-09-13 to 2025-09-13. Road Assistance: Yes, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0105,1017,Yes,V1074,P1017,2751455.0,81698.95,2025-01-27T00:00:00Z,2028-01-27T00:00:00Z,No,Yes,No,Yes,"Contract C0105 for 1017 leasing Vehicle V1074 under Product P1017 with a monthly EMI of €81698.95. Lease runs from 2025-01-27 to 2028-01-27. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0106,1009,Yes,V1004,P1018,958790.0,28418.48,2025-01-09T00:00:00Z,2028-01-09T00:00:00Z,No,Yes,No,Yes,"Contract C0106 for 1009 leasing Vehicle V1004 under Product P1018 with a monthly EMI of €28418.48. Lease runs from 2025-01-09 to 2028-01-09. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0107,1009,Yes,V1039,P1013,2357565.0,70208.76,2022-11-18T00:00:00Z,2025-11-18T00:00:00Z,No,Yes,No,Yes,"Contract C0107 for 1009 leasing Vehicle V1039 under Product P1013 with a monthly EMI of €70208.76. Lease runs from 2022-11-18 to 2025-11-18. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0108,1013,Yes,V1050,P1001,10266.9,935.79,2024-03-24T00:00:00Z,2025-03-24T00:00:00Z,No,Yes,Yes,Yes,"Contract C0108 for 1013 leasing Vehicle V1050 under Product P1001 with a monthly EMI of €935.79. Lease runs from 2024-03-24 to 2025-03-24. Road Assistance: No, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes."
C0109,1012,Yes,V1010,P1008,1545355.0,47932.28,2022-10-14T00:00:00Z,2025-10-14T00:00:00Z,No,Yes,No,Yes,"Contract C0109 for 1012 leasing Vehicle V1010 under Product P1008 with a monthly EMI of €47932.28. Lease runs from 2022-10-14 to 2025-10-14. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0110,1015,Yes,V1004,P1016,547880.0,26108.41,2024-10-08T00:00:00Z,2026-10-08T00:00:00Z,No,Yes,Yes,Yes,"Contract C0110 for 1015 leasing Vehicle V1004 under Product P1016 with a monthly EMI of €26108.41. Lease runs from 2024-10-08 to 2026-10-08. Road Assistance: No, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes."
C0111,1018,Yes,V1057,P1016,1016780.0,45534.62,2025-08-26T00:00:00Z,2027-08-26T00:00:00Z,No,Yes,No,Yes,"Contract C0111 for 1018 leasing Vehicle V1057 under Product P1016 with a monthly EMI of €45534.62. Lease runs from 2025-08-26 to 2027-08-26. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0112,1005,Yes,V1001,P1006,2540195.0,77775.76,2023-11-17T00:00:00Z,2026-11-17T00:00:00Z,No,Yes,No,Yes,"Contract C0112 for 1005 leasing Vehicle V1001 under Product P1006 with a monthly EMI of €77775.76. Lease runs from 2023-11-17 to 2026-11-17. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0113,1002,Yes,V1066,P1013,1087870.0,32103.87,2024-07-10T00:00:00Z,2027-07-10T00:00:00Z,No,Yes,No,Yes,"Contract C0113 for 1002 leasing Vehicle V1066 under Product P1013 with a monthly EMI of €32103.87. Lease runs from 2024-07-10 to 2027-07-10. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0114,1002,Yes,V1050,P1012,1368920.0,63282.1,2025-06-02T00:00:00Z,2027-06-02T00:00:00Z,Yes,Yes,Yes,Yes,"Contract C0114 for 1002 leasing Vehicle V1050 under Product P1012 with a monthly EMI of €63282.1. Lease runs from 2025-06-02 to 2027-06-02. Road Assistance: Yes, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes."
C0115,1018,Yes,V1043,P1010,2349270.0,70672.84,2024-09-21T00:00:00Z,2027-09-21T00:00:00Z,No,Yes,No,Yes,"Contract C0115 for 1018 leasing Vehicle V1043 under Product P1010 with a monthly EMI of €70672.84. Lease runs from 2024-09-21 to 2027-09-21. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0116,1013,Yes,V1004,P1014,547880.0,24198.47,2024-11-15T00:00:00Z,2026-11-15T00:00:00Z,No,Yes,No,Yes,"Contract C0116 for 1013 leasing Vehicle V1004 under Product P1014 with a monthly EMI of €24198.47. Lease runs from 2024-11-15 to 2026-11-15. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0117,1009,Yes,V1065,P1010,1991290.0,61283.14,2023-02-11T00:00:00Z,2026-02-11T00:00:00Z,No,Yes,No,Yes,"Contract C0117 for 1009 leasing Vehicle V1065 under Product P1010 with a monthly EMI of €61283.14. Lease runs from 2023-02-11 to 2026-02-11. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0118,1010,Yes,V1018,P1016,929600.0,41424.84,2023-03-02T00:00:00Z,2025-03-02T00:00:00Z,No,Yes,No,Yes,"Contract C0118 for 1010 leasing Vehicle V1018 under Product P1016 with a monthly EMI of €41424.84. Lease runs from 2023-03-02 to 2025-03-02. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0119,1010,Yes,V1054,P1012,1309440.0,59391.87,2024-01-07T00:00:00Z,2026-01-07T00:00:00Z,Yes,Yes,No,Yes,"Contract C0119 for 1010 leasing Vehicle V1054 under Product P1012 with a monthly EMI of €59391.87. Lease runs from 2024-01-07 to 2026-01-07. Road Assistance: Yes, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0120,1011,Yes,V1006,P1014,1029660.0,48034.72,2023-06-06T00:00:00Z,2025-06-06T00:00:00Z,No,Yes,Yes,Yes,"Contract C0120 for 1011 leasing Vehicle V1006 under Product P1014 with a monthly EMI of €48034.72. Lease runs from 2023-06-06 to 2025-06-06. Road Assistance: No, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes."
C0121,1018,Yes,V1036,P1009,7382.849999999999,650.4,2022-10-25T00:00:00Z,2023-10-25T00:00:00Z,Yes,Yes,No,Yes,"Contract C0121 for 1018 leasing Vehicle V1036 under Product P1009 with a monthly EMI of €650.4. Lease runs from 2022-10-25 to 2023-10-25. Road Assistance: Yes, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0122,1002,Yes,V1008,P1016,1375620.0,64127.2,2023-01-11T00:00:00Z,2025-01-11T00:00:00Z,No,Yes,No,Yes,"Contract C0122 for 1002 leasing Vehicle V1008 under Product P1016 with a monthly EMI of €64127.2. Lease runs from 2023-01-11 to 2025-01-11. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0123,1008,Yes,V1062,P1012,707700.0,32203.43,2024-03-08T00:00:00Z,2026-03-08T00:00:00Z,Yes,Yes,Yes,Yes,"Contract C0123 for 1008 leasing Vehicle V1062 under Product P1012 with a monthly EMI of €32203.43. Lease runs from 2024-03-08 to 2026-03-08. Road Assistance: Yes, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes."
C0124,1010,Yes,V1043,P1014,1342440.0,58875.9,2025-01-24T00:00:00Z,2027-01-24T00:00:00Z,No,Yes,No,Yes,"Contract C0124 for 1010 leasing Vehicle V1043 under Product P1014 with a monthly EMI of €58875.9. Lease runs from 2025-01-24 to 2027-01-24. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0125,1016,Yes,V1033,P1008,895615.0,26967.87,2024-10-22T00:00:00Z,2027-10-22T00:00:00Z,No,Yes,No,Yes,"Contract C0125 for 1016 leasing Vehicle V1033 under Product P1008 with a monthly EMI of €26967.87. Lease runs from 2024-10-22 to 2027-10-22. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0126,1001,Yes,V1073,P1011,2469460.0,77200.44,2023-03-07T00:00:00Z,2026-03-07T00:00:00Z,No,Yes,Yes,Yes,"Contract C0126 for 1001 leasing Vehicle V1073 under Product P1011 with a monthly EMI of €77200.44. Lease runs from 2023-03-07 to 2026-03-07. Road Assistance: No, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes."
C0127,1020,Yes,V1072,P1018,2243255.0,65506.76,2025-07-24T00:00:00Z,2028-07-24T00:00:00Z,No,Yes,No,Yes,"Contract C0127 for 1020 leasing Vehicle V1072 under Product P1018 with a monthly EMI of €65506.76. Lease runs from 2025-07-24 to 2028-07-24. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0128,1001,Yes,V1020,P1015,9932.699999999999,879.14,2023-03-30T00:00:00Z,2024-03-30T00:00:00Z,Yes,Yes,Yes,Yes,"Contract C0128 for 1001 leasing Vehicle V1020 under Product P1015 with a monthly EMI of €879.14. Lease runs from 2023-03-30 to 2024-03-30. Road Assistance: Yes, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes."
C0129,1015,Yes,V1073,P1004,10583.4,934.94,2024-05-17T00:00:00Z,2025-05-17T00:00:00Z,Yes,Yes,No,Yes,"Contract C0129 for 1015 leasing Vehicle V1073 under Product P1004 with a monthly EMI of €934.94. Lease runs from 2024-05-17 to 2025-05-17. Road Assistance: Yes, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0130,1001,Yes,V1037,P1000,2101320.0,46079.04,2024-07-19T00:00:00Z,2028-07-19T00:00:00Z,No,Yes,No,Yes,"Contract C0130 for 1001 leasing Vehicle V1037 under Product P1000 with a monthly EMI of €46079.04. Lease runs from 2024-07-19 to 2028-07-19. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0131,1019,Yes,V1053,P1013,1403570.0,42442.89,2024-06-05T00:00:00Z,2027-06-05T00:00:00Z,No,Yes,Yes,Yes,"Contract C0131 for 1019 leasing Vehicle V1053 under Product P1013 with a monthly EMI of €42442.89. Lease runs from 2024-06-05 to 2027-06-05. Road Assistance: No, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes."
C0132,1010,Yes,V1075,P1007,3024240.0,68490.73,2025-05-07T00:00:00Z,2029-05-07T00:00:00Z,No,Yes,Yes,Yes,"Contract C0132 for 1010 leasing Vehicle V1075 under Product P1007 with a monthly EMI of €68490.73. Lease runs from 2025-05-07 to 2029-05-07. Road Assistance: No, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes."
C0133,1009,Yes,V1027,P1017,1174775.0,36613.57,2024-08-01T00:00:00Z,2027-08-01T00:00:00Z,No,Yes,No,Yes,"Contract C0133 for 1009 leasing Vehicle V1027 under Product P1017 with a monthly EMI of €36613.57. Lease runs from 2024-08-01 to 2027-08-01. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0134,1014,Yes,V1062,P1009,5307.75,482.04,2024-08-06T00:00:00Z,2025-08-06T00:00:00Z,Yes,Yes,Yes,Yes,"Contract C0134 for 1014 leasing Vehicle V1062 under Product P1009 with a monthly EMI of €482.04. Lease runs from 2024-08-06 to 2025-08-06. Road Assistance: Yes, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes."
C0135,1010,Yes,V1079,P1016,915380.0,42590.58,2025-05-10T00:00:00Z,2027-05-10T00:00:00Z,No,Yes,No,Yes,"Contract C0135 for 1010 leasing Vehicle V1079 under Product P1016 with a monthly EMI of €42590.58. Lease runs from 2025-05-10 to 2027-05-10. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0136,1005,Yes,V1041,P1005,3065160.0,67823.84,2024-11-18T00:00:00Z,2028-11-18T00:00:00Z,No,Yes,Yes,Yes,"Contract C0136 for 1005 leasing Vehicle V1041 under Product P1005 with a monthly EMI of €67823.84. Lease runs from 2024-11-18 to 2028-11-18. Road Assistance: No, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes."
C0137,1014,Yes,V1020,P1013,2317630.0,73548.34,2023-01-11T00:00:00Z,2026-01-11T00:00:00Z,No,Yes,No,Yes,"Contract C0137 for 1014 leasing Vehicle V1020 under Product P1013 with a monthly EMI of €73548.34. Lease runs from 2023-01-11 to 2026-01-11. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0138,1006,Yes,V1059,P1014,1161280.0,54205.21,2022-11-04T00:00:00Z,2024-11-04T00:00:00Z,No,Yes,No,Yes,"Contract C0138 for 1006 leasing Vehicle V1059 under Product P1014 with a monthly EMI of €54205.21. Lease runs from 2022-11-04 to 2024-11-04. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0139,1015,Yes,V1029,P1002,6216.599999999999,557.69,2024-02-24T00:00:00Z,2025-02-24T00:00:00Z,Yes,Yes,No,Yes,"Contract C0139 for 1015 leasing Vehicle V1029 under Product P1002 with a monthly EMI of €557.69. Lease runs from 2024-02-24 to 2025-02-24. Road Assistance: Yes, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0140,1020,Yes,V1077,P1006,2148090.0,68314.92,2023-07-10T00:00:00Z,2026-07-10T00:00:00Z,No,Yes,No,Yes,"Contract C0140 for 1020 leasing Vehicle V1077 under Product P1006 with a monthly EMI of €68314.92. Lease runs from 2023-07-10 to 2026-07-10. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0141,1003,Yes,V1020,P1014,1324360.0,62677.15,2023-04-15T00:00:00Z,2025-04-15T00:00:00Z,No,Yes,No,Yes,"Contract C0141 for 1003 leasing Vehicle V1020 under Product P1014 with a monthly EMI of €62677.15. Lease runs from 2023-04-15 to 2025-04-15. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0142,1005,Yes,V1035,P1018,2327465.0,70672.61,2025-07-11T00:00:00Z,2028-07-11T00:00:00Z,No,Yes,No,Yes,"Contract C0142 for 1005 leasing Vehicle V1035 under Product P1018 with a monthly EMI of €70672.61. Lease runs from 2025-07-11 to 2028-07-11. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0143,1011,Yes,V1010,P1002,6622.95,606.74,2022-11-04T00:00:00Z,2023-11-04T00:00:00Z,Yes,Yes,Yes,Yes,"Contract C0143 for 1011 leasing Vehicle V1010 under Product P1002 with a monthly EMI of €606.74. Lease runs from 2022-11-04 to 2023-11-04. Road Assistance: Yes, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes."
C0144,1013,Yes,V1022,P1011,2347940.0,72632.41,2024-05-05T00:00:00Z,2027-05-05T00:00:00Z,No,Yes,No,Yes,"Contract C0144 for 1013 leasing Vehicle V1022 under Product P1011 with a monthly EMI of €72632.41. Lease runs from 2024-05-05 to 2027-05-05. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0145,1003,Yes,V1037,P1003,2101320.0,48552.88,2022-11-08T00:00:00Z,2026-11-08T00:00:00Z,No,Yes,No,Yes,"Contract C0145 for 1003 leasing Vehicle V1037 under Product P1003 with a monthly EMI of €48552.88. Lease runs from 2022-11-08 to 2026-11-08. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0146,1001,Yes,V1051,P1013,2195795.0,65360.05,2024-11-23T00:00:00Z,2027-11-23T00:00:00Z,No,Yes,No,Yes,"Contract C0146 for 1001 leasing Vehicle V1051 under Product P1013 with a monthly EMI of €65360.05. Lease runs from 2024-11-23 to 2027-11-23. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0147,1012,Yes,V1001,P1013,2540195.0,79450.06,2024-08-24T00:00:00Z,2027-08-24T00:00:00Z,No,Yes,Yes,Yes,"Contract C0147 for 1012 leasing Vehicle V1001 under Product P1013 with a monthly EMI of €79450.06. Lease runs from 2024-08-24 to 2027-08-24. Road Assistance: No, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes."
C0148,1016,Yes,V1015,P1018,1658195.0,49010.0,2023-02-09T00:00:00Z,2026-02-09T00:00:00Z,No,Yes,No,Yes,"Contract C0148 for 1016 leasing Vehicle V1015 under Product P1018 with a monthly EMI of €49010.0. Lease runs from 2023-02-09 to 2026-02-09. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0149,1020,Yes,V1061,P1005,2988560.0,67424.29,2023-05-04T00:00:00Z,2027-05-04T00:00:00Z,No,Yes,No,Yes,"Contract C0149 for 1020 leasing Vehicle V1061 under Product P1005 with a monthly EMI of €67424.29. Lease runs from 2023-05-04 to 2027-05-04. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
C0150,1010,Yes,V1062,P1001,5307.75,483.59,2022-09-11T00:00:00Z,2023-09-11T00:00:00Z,No,Yes,No,Yes,"Contract C0150 for 1010 leasing Vehicle V1062 under Product P1001 with a monthly EMI of €483.59. Lease runs from 2022-09-11 to 2023-09-11. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes."
